,GW-34,Facklamia,Anaerostipes,Thioalkalivibrio,Fusibacter,CandidatusAzobacteroides,SMB53,Turicibacter,Tannerella,Desulfovibrio,Blvii28,Pseudomonas,Megamonas,Euzebya,Sufflavibacter,Ruminococcus,Succiniclasticum,Bacteroides,Epulopiscium,Corynebacterium,Thermacetogenium,Veillonella,Shuttleworthia,Prevotella,Gemella,Blautia,Bacillus,Serratia,Staphylococcus,Krokinobacter,Moryella,HB2-32-21,Clostridium,Caloramator,Dialister,Rikenella,Haemophilus,cc_115,Methanobrevibacter,Pectinatus,Peptococcus,Mogibacterium,Oribacterium,Coriobacterium,Coprobacillus,Anaerofilum,Roseburia,Odoribacter,Coprococcus,Thiobacillus,CF231,Papillibacter,Methylibium,Akkermansia,Porphyromonas,C39,Acidaminococcus,Eggerthella,Megasphaera,Wohlfahrtiimonas,Adlercreutzia,Lactobacillus,Bifidobacterium,Lachnospira,Oscillospira,Caldicoprobacter,Collinsella,Hylemonella,Propionibacterium,Actinomyces,Lautropia,Dorea,Paludibacter,Streptococcus,vadinHB04,Comamonas,BF311,Sporomusa,Desulfotomaculum,Bilophila,Mannheimia,Sutterella,Atopobium,Parabacteroides,Methylobacillus,Limnohabitans,Holdemania,Parvimonas,Anaerovorax,Dysgonomonas,Paraprevotella,Anaerotruncus,Phascolarctobacterium,Butyricimonas,Slackia,Ethanoligenens,Eubacterium,Butyrivibrio,Anaerovibrio,Hafnia,Klebsiella,PW3,Peptoniphilus,Lachnobacterium,Granulicatella,02d06,5-7N15,Barnesiella,Faecalibacterium,Pelosinus,Marvinbryantia,Pseudobutyrivibrio,Janthinobacterium,Enterobacter,Aggregatibacter,Nesterenkonia,Succinispira,Pseudoramibacter_Eubacterium,Friedmanniella,Kordia,Allobaculum,Anaerococcus,Morganella,Enterococcus,CandidatusPhlomobacter,Psychroflexus,Methanomassiliicoccus,Gallionella,Catenibacterium,Lactococcus,Dehalobacterium,Thiomonas,Butyricicoccus,Gracilibacter,Citrobacter,YRC22,Desulfosporosinus,Sarcina,Alkaliphilus,rc4-4,Solibacillus,Actinobacillus,1-68,Alistipes,Propionispora,Tepidibacter,Ramlibacter,Syntrophococcus,Succinatimonas,Streptomyces,Paenibacillus,Dok59,Peptostreptococcus,Mobiluncus,Rothia,Catonella,Chlorobium,Macrococcus,Sulfurospirillum,Succinivibrio,Robinsoniella,Anaerofustis,Sporobacter,Erwinia,CandidatusHamiltonella,Lysinibacillus,gut,Treponema,Citrullus,Acholeplasma,Cronobacter,Sharpea,Ureibacillus,Victoria,Jeotgalicoccus,Prauserella,Bulleidia,Anaerobaculum,Demequina,Desulfurispora,Ruminofilibacter,Mariprofundus,RFN20,Bombiscardovia,Melissococcus,Microbacterium,Olivibacter,Leptotrichia,Nocardia,Vagococcus,Gardnerella,Anaeroplasma,Synergistes,Brevibacterium,Kurthia,Tepidimicrobium,Trabulsiella,Kocuria,Meiothermus,Trichococcus,Roseiflexus,Syntrophomonas,Sulfuritalea,Rhodococcus,Salmonella,Fusobacterium,Halanaerobacter,Gloeobacter,Campylobacter,Massilia,Leuconostoc,Sphingobacterium,Salinispora,Victivallis,Filifactor,Selenomonas,Dermacoccus,CandidatusPortiera,Sedimentibacter,Rummeliibacillus,WH1-8,Finegoldia,Cloacibacillus,Brackiella,Virgibacillus,Thermosinus,Aerococcus,Christensenella,AF12,CandidatusRhodoluna,Dechloromonas,Moorella,Litorilinea,Hespellia,Yersinia,Thermobaculum,Saccharomonospora,Sanguibacter,Exiguobacterium,Sporotomaculum,Cellulosibacter,Xenorhabdus,Flexibacter,Mycobacterium,Oenococcus,Vibrio,Neisseria,Eikenella,Haloplasma,Anaerobacillus,Plesiomonas,Thiothrix,Leucobacter,Caldicellulosiruptor,Dethiosulfatibacter,Hydrogenophaga,Alloscardovia,Oxalobacter,E6,Nitrosococcus,Mycoplasma,Pontibacter,PSB-M-3,Sporosarcina,vadinCA02,Proteiniborus,Burkholderia,Acidovorax,Azoarcus,Zamia,Oligella,Thiopilula,Wautersiella,Edwardsiella,Escherichia,Opitutus,Acinetobacter,Pseudoalteromonas,Moraxella,Samsonia,Brenneria,Buchnera,Shigella,Gluconacetobacter,Sodalis,Aquamonas,Salinicoccus,Shewanella,Proteus,Salinivibrio,Providencia,Baumannia,Hahella,Alishewanella,Dickeya,Sediminibacterium,Alcanivorax,Pragia,Abiotrophia,Raoultella,Marinobacter,Photorhabdus,Pantoea,Cardiobacterium,Pseudidiomarina,Clostridiisalibacter,Pseudoxanthomonas,Gallibacterium,Caloranaerobacter,Chitinophaga,Garciella,Necropsobacter,Polaribacter,Kleidoceria,Methanobacterium,Glaciecola,Dehalobacter_Syntrophobotulus,Ellin506,vadinCA11,Oxobacter,Synechococcus,Prosthecochloris,Tindallia_Anoxynatronum,Halanaerobium,Azospirillum,Verrucomicrobium,Pigmentiphaga,Uliginosibacterium,Pseudanabaena,Rhodospirillum,Variovorax,Schlegelella,Jonquetella,Alicyclobacillus,Scardovia,Pelotomaculum,Actinobaculum,WAL_1855D,Brachyspira,Rubrivivax,Arthrobacter,Cupriavidus,Herminiimonas,L7A_E11,Acetonema,Dictyoglomus,Alcaligenes,Microvirgula,Sterolibacterium,Pyramidobacter,Varibaculum,Nitritalea,Lawsonia,Proteiniclasticum,Aquincola,Lutispora,Tatlockia,Aminobacterium,Propionivibrio,Collimonas,Natronincola_Anaerovirgula,CandidatusAccumulibacter
21,0.0125952516,,0.0671746751,,0.020992086,0.010496043,0.3820559649,0.0020992086,0.0482817978,0.0041984172,0.0545794236,0.7494174696,,,,0.8312866049,0.031488129,32.9911623318,0.0062976258,0.0062976258,,0.3631630875,0.4555282658,6.0079350085,,1.8871885299,0.0167936688,3.1404160631,0.0041984172,0.0020992086,0.0020992086,,0.6738459601,0.0020992086,0.2519050318,,0.4366353885,0.203623234,,0.0041984172,0.0020992086,0.1910279825,,,0.041984172,0.031488129,3.8982303672,0.5206037324,1.3917753007,0.0020992086,0.052480215,,0.0041984172,,0.0146944602,,,0.0776707181,0.020992086,0.1175556815,0.020992086,0.0272897118,0.3316749585,2.0761173038,0.4870163948,,0.0335873376,,0.0020992086,0.0755715095,,0.2812939522,0.0041984172,0.5185045238,0.0881667611,,,0.0293889204,,,0.0020992086,0.8228897706,,3.1782018179,,0.0020992086,,0.0062976258,0.0020992086,0.2854923694,0.1700358965,,0.8816676113,0.1406469761,0.0041984172,0.0062976258,0.7032348805,0.0503810064,0.0041984172,1.8011209774,11.7366752734,,0.0020992086,0.2372105716,0.0125952516,0.0020992086,0.1238533073,,13.6385582635,0.0041984172,0.010496043,0.0020992086,,0.2372105716,0.0041984172,,,,,,0.0020992086,,,0.0986628041,0.5038100636,,,,0.0020992086,0.0020992086,,,,,2.1411927703,0.0146944602,,,,,,0.010496043,,,,0.0062976258,0.0041984172,0.0041984172,,0.0020992086,,,0.0020992086,,,,,,,,0.0083968344,0.0125952516,,1.9060814073,0.757814304,0.0041984172,,,,0.0020992086,0.0083968344,,,,,0.0020992086,,,,,,,0.0041984172,,,,,0.0020992086,0.0020992086,,,,,,,,0.2477066146,,,,0.0041984172,,,,0.0062976258,,,,,,,,,,,,,,,,0.0020992086,,,,,,,,,,,,,,0.0041984172,,,,,,,0.0377857548,,,,0.1070596385,,,,0.0020992086,0.4051472595,,,,,,,,,,,,,,,,,,,,,0.0020992086,0.0020992086,0.0020992086,0.0020992086,0.0020992086,0.1091588471,0.0272897118,0.0020992086,0.0125952516,0.0020992086,0.0020992086,0.0020992086,0.0377857548,0.1280517245,0.0020992086,0.0020992086,0.0062976258,0.0020992086,0.0020992086,0.0041984172,0.203623234,0.0020992086,0.0041984172,0.0293889204,0.0020992086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.017405683,0.0021757104,0.05874418,,0.0043514207,0.017405683,0.3785736043,0.0021757104,0.0522170489,,0.0805012837,0.7680257604,,,,0.8267699404,0.017405683,32.9119707585,0.0065271311,0.0021757104,,0.3807493147,0.4220878117,5.9788520952,,1.7101083504,0.0326356555,3.1090901179,0.0130542622,,0.0087028415,,0.6353074279,,0.2328010095,,0.4525477568,0.1305426222,,0.0021757104,0.0043514207,0.200165354,0.0021757104,,0.017405683,0.0152299726,4.1664853575,0.4938862539,1.2031678343,,0.041338497,,0.0021757104,0.0043514207,0.0195813933,,0.0043514207,0.0435142074,0.0304599452,0.1022583874,0.0348113659,0.0348113659,0.3481136591,2.2475088116,0.4394934946,,0.0304599452,,0.0021757104,0.0805012837,0.0021757104,0.2850180584,0.0108785518,0.5678604064,0.0761498629,,,0.0261085244,,,,0.7397415256,,3.4136895696,,,,,0.0021757104,0.282842348,0.182759671,,0.8507027544,0.1131369392,0.0065271311,0.0108785518,0.7636743397,0.0239328141,,2.0386406162,11.4812236195,,0.0021757104,0.241503851,0.0087028415,,0.1087855185,,13.5851355468,0.0108785518,0.0108785518,,0.0021757104,0.2240981681,,,,0.0021757104,,,0.0021757104,,,0.1174883599,0.541751882,,,,0.0021757104,0.0043514207,,,,,2.1583046865,0.0065271311,,,,,,0.0087028415,,,,,,,,,,,,,,,0.0021757104,,,,0.0087028415,0.0021757104,,1.8188938688,0.7549714982,0.0021757104,,,,0.0065271311,0.0021757104,,,,,,,,,,0.0021757104,0.0021757104,0.0065271311,,0.0021757104,0.0021757104,,,,,,,,,,,0.258909534,,,0.0021757104,,,,,0.0152299726,0.0087028415,,,,,,,,,,,,,,,0.0021757104,,,,,,,,,,,,,,0.0087028415,,,,,,,0.0456899178,,,,0.1109612288,,,,,0.4699534398,,,,,,0.0130542622,,,,,,,,,,,,,,,,,0.0065271311,0.0087028415,0.0021757104,0.100082677,0.0326356555,,0.0108785518,,,0.0021757104,0.0522170489,0.1522997259,,,0.0087028415,0.0043514207,0.0021757104,0.0021757104,0.2219224577,,0.0021757104,0.0543927592,,0.0043514207,0.0043514207,0.0021757104,0.0021757104,0.0021757104,0.0021757104,0.017405683,0.0021757104,0.0021757104,0.0021757104,0.0021757104,0.0021757104,0.0021757104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.5248010835,,0.0507872016,0.0507872016,0.3555104114,0.2031488065,0.2877941425,1.1511765702,0.0169290672,,0.0677162688,,,5.7897409853,,35.7880480786,,,,0.0338581344,0.0507872016,3.1149483663,,0.7787370916,,0.1185034705,,0.1015744033,0.1523616049,,1.1003893685,,0.1354325377,0.5586592179,0.0169290672,0.0338581344,3.8090401219,,,,0.0507872016,,0.0507872016,0.0507872016,0.2877941425,8.447604537,2.5224310141,,0.1015744033,,,1.8791264601,0.1015744033,,,0.0169290672,0.0338581344,0.0169290672,,,0.1354325377,0.9141696293,6.7885559506,,0.0338581344,,,,,1.1173184358,0.321652277,0.0338581344,0.0169290672,,,0.0169290672,,0.8464533604,,0.490942949,,17.5554426951,,,,,,0.1015744033,0.5755882851,0.084645336,0.0338581344,0.7618080244,,,0.0169290672,0.084645336,,0.084645336,0.1523616049,0.0169290672,,,,,0.1354325377,,1.0834603013,,0.0169290672,0.0507872016,,0.0169290672,0.0338581344,,,,,,,,,,0.0169290672,,0.0338581344,,0.0677162688,0.0338581344,0.0338581344,,,0.0169290672,0.0507872016,,,,,0.0338581344,,,,0.0338581344,,,,0.0169290672,,,,,,,,,,,,,,,,0.0169290672,0.0169290672,,,,,,,,,,,,,,,,0.0169290672,,,,,,,,,,,0.0169290672,,,,,0.0169290672,,,,,,,,,,,,,,,,,0.0169290672,,,,,0.0169290672,,,,,,,0.0169290672,,,0.0169290672,,,,,,0.0169290672,,,,,,,0.0507872016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169290672,,,,,,,,,,,,0.0169290672,0.0169290672,0.0169290672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,0.3328894807,,0.0332889481,0.0332889481,0.3661784288,0.2163781625,0.1997336884,1.1318242344,0.0332889481,0.016644474,0.2496671105,,,6.258322237,,34.8368841545,,,,,0.1165113182,3.2623169108,0.016644474,0.7323568575,,0.0665778961,,0.1664447403,0.1830892144,,1.2150466045,,0.2829560586,0.7157123835,0.0998668442,0.0665778961,4.4107856192,0.0499334221,,,0.016644474,,0.1165113182,0.0832223702,0.2663115846,8.7050599201,2.1138482024,,0.1165113182,,,1.930758988,0.0499334221,0.016644474,,,,,0.016644474,,0.0665778961,0.8821571238,6.3249001332,0.0332889481,0.0499334221,,,,,0.8155792277,0.3162450067,0.0499334221,,,,,,0.8322237017,0.016644474,0.6824234354,,17.5599201065,,,0.016644474,,0.016644474,0.1165113182,0.3328894807,0.1165113182,,0.8821571238,,0.016644474,,0.0499334221,,0.0998668442,0.1997336884,0.0499334221,,0.016644474,,,0.0332889481,,1.1151797603,,,0.016644474,,,,,,,,,,,,,0.016644474,,0.0998668442,,0.016644474,,0.0499334221,,,,0.0665778961,,0.016644474,,,0.016644474,,0.016644474,,0.0665778961,,,,,,,0.016644474,,,,,,,,,,0.016644474,0.0332889481,,0.0499334221,0.016644474,,0.016644474,,,,,0.016644474,,,,,,,,,0.0332889481,,,,,,,,,,,,,,,,0.016644474,,,,,,,,,,,,,,,,,0.016644474,,,,,,0.016644474,,,,,,,,,0.016644474,,,,,,,,,,,,,,,,,,,,,,0.016644474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016644474,,,,,,,,,,,,,,,,,,,,,0.016644474,0.016644474,0.016644474,0.016644474,0.016644474,0.016644474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,0.0187055743,0.6921062477,,0.0093527871,0.074822297,0.5331088664,0.2992891882,0.0467639357,0.9165731388,0.0280583614,,,,,6.0419004863,0.0093527871,35.7931163487,0.0280583614,,,0.2431724654,0.0561167228,4.1713430602,0.0093527871,1.5899738122,0.0374111485,0.074822297,0.0093527871,0.0935278713,0.0935278713,,1.4590347924,,0.4115226337,0.4582865694,0.1028806584,0.1496445941,1.1129816685,,,0.0280583614,0.0093527871,0.0093527871,0.0467639357,0.1589973812,0.2618780397,6.3505424617,3.1612420501,,0.0374111485,,,4.4145155256,0.0467639357,,,,0.0093527871,,0.0374111485,0.0280583614,0.1309390198,0.5050505051,8.8196782641,0.0093527871,0.1028806584,,,0.0374111485,0.0187055743,1.505798728,0.3179947624,0.2338196783,,,,0.0093527871,,0.7201646091,,1.3561541339,0.0093527871,12.5607931163,,,0.0187055743,0.0187055743,,0.3741114852,0.430228208,0.074822297,0.0187055743,0.6640478863,,0.0187055743,0.0374111485,0.0467639357,,0.2057613169,0.0187055743,0.0280583614,,0.0187055743,,0.0093527871,0.0935278713,,1.5525626637,,0.0187055743,0.0187055743,0.0093527871,0.0187055743,0.0187055743,,,,,,,,,,0.0187055743,,0.0841750842,,,0.0467639357,0.140291807,,,,0.1028806584,,,0.0093527871,0.0093527871,0.0280583614,,0.0093527871,,0.0187055743,,,0.0093527871,0.0187055743,,,,,,,,,,,,,0.0093527871,,,0.0187055743,0.0187055743,,,,,,,,,,,,,0.0093527871,,,,,0.0093527871,,,,,,,,,0.0187055743,,,,,,,,,,,,,,0.0187055743,,,,,0.0093527871,,,0.0374111485,,,,,,,,,,,,,,,,0.0093527871,,,,0.0093527871,0.0280583614,,,,,,,,,,,,,,,,0.0093527871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093527871,0.0187055743,0.0093527871,,0.0093527871,,0.0093527871,0.0093527871,0.0093527871,0.0093527871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,0.5538522401,,0.0197804371,0.0395608743,0.603303333,0.1978043715,0.0890119672,1.206606666,0.0494510929,0.0098902186,,0.0098902186,0.0296706557,6.7154584116,0.0197804371,35.0509346257,0.0098902186,,,0.1087924043,0.0197804371,4.2527939867,0.0098902186,1.5230936604,0.0296706557,0.0791217486,0.0197804371,0.0890119672,0.0989021857,,1.5329838789,,0.4549500544,0.5142913658,0.0989021857,0.13846306,0.998912076,,,0.0098902186,0.0098902186,,0.1087924043,0.1582434972,0.1879141529,6.6660073188,3.0956384136,,0.0494510929,,,3.7978439324,0.06923153,,,,0.0197804371,,0.0296706557,0.0098902186,0.0494510929,0.603303333,8.703392345,0.0098902186,0.0989021857,0.0098902186,,0.0197804371,,1.8890317476,0.2670359015,0.3263772129,,,,,,0.5835228959,,1.206606666,,13.5199287904,,,0.0197804371,0.0098902186,,0.2472554643,0.4450598358,0.0494510929,,0.7912174859,0.0098902186,,0.0098902186,0.0890119672,,0.0791217486,0.0494510929,0.0395608743,0.0098902186,0.0098902186,,,0.0593413114,,1.4143012561,,,0.0296706557,,0.0197804371,0.0098902186,,,,,,,0.0197804371,,,0.0197804371,,0.0989021857,,,,0.0494510929,,,,0.0494510929,,0.0098902186,,,0.0098902186,,,,,,0.0098902186,,0.0197804371,,,0.0098902186,,,,,,,,,,,,,0.0593413114,0.0098902186,,0.0098902186,,,,,,,,,,0.0098902186,,,,,,,,,,,,,,,0.0197804371,,,,,,,,,,,,,,,,,,,0.0098902186,,,0.0395608743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098902186,,,,,,,,,,,,,,,,,,,,,,0.0098902186,0.0098902186,,,,,,,,0.0098902186,0.0098902186,0.0098902186,0.0098902186,0.0098902186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0032008194,,0.0320081941,,0.0256065553,,0.2880737469,0.0032008194,0.0608155688,0.0096024582,0.1984508034,,,,,0.3680942321,,60.2970360412,,,,1.0978810576,0.0128032776,16.1257281864,,0.851417963,,,0.0032008194,,0.0032008194,,0.0480122911,,0.5281352026,,0.1184303182,,,,,,0.0032008194,,,,0.2944753857,0.0224057359,0.4129057039,0.0032008194,0.0288073747,,0.0192049165,,0.0192049165,,,,0.0064016388,,,,0.0064016388,1.2771269445,0.0480122911,,0.0512131106,0.0032008194,,,0.0224057359,0.3232827604,0.0032008194,0.0224057359,,,,,,,0.0064016388,6.6256961782,,8.8758722233,0.0064016388,0.0128032776,,,,1.1907048204,0.3520901351,,0.0064016388,0.0128032776,,,0.0032008194,0.0576147494,,,0.0032008194,,,0.0064016388,,,0.0832213047,,0.0448114717,,0.0032008194,,0.0032008194,,0.0096024582,,,,,,,,,,,,,,,0.0064016388,,,,,0.0032008194,,,,,,,0.0032008194,,,,0.0032008194,0.0128032776,,,,0.0064016388,,,,,,,,,,,,,0.0032008194,,,,,,,,,,,,,0.0064016388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064016388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032008194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,0.4679693923,,,0.0063239107,0.3288433567,0.0031619554,0.1201543034,0.4395117941,0.0411054196,,2.6212609878,,,4.1073800038,0.0411054196,49.3897426168,0.0063239107,0.0063239107,,0.0442673749,0.1391260355,6.0488205907,0.0031619554,3.6394106115,0.0063239107,,,,,,0.5565041422,0.0031619554,0.2750901157,0.0031619554,0.0284575982,0.0284575982,0.0031619554,0.2782520711,0.0063239107,0.0031619554,,,0.0632391071,0.1454499462,2.0204894707,0.6545247581,2.5548599254,0.0031619554,0.0695630178,,,0.0600771517,0.0284575982,0.0063239107,,,0.430025928,,0.0158097768,,0.635553026,6.0393347246,2.0331372921,0.0063239107,0.2814140264,0.0031619554,,0.0126478214,,0.8126225258,0.0063239107,0.0758869285,0.0252956428,,,0.0158097768,,0.3604629103,,3.0101814962,0.0126478214,2.5264023272,,0.0031619554,0.0031619554,0.0031619554,0.0031619554,0.1992031873,0.5248845886,0.0063239107,0.7177638652,1.5145766142,0.0221336875,0.0063239107,0.0031619554,0.0790488838,0.0284575982,,0.0063239107,0.0063239107,0.0031619554,0.1549358123,,0.0063239107,0.3414911781,0.0063239107,5.6883576804,0.0126478214,,0.0031619554,0.0063239107,,0.0031619554,,,,0.0031619554,,,,,,,,,,0.0031619554,,0.0126478214,,,,,,,,,,,0.0031619554,,,,,,0.0189717321,,,,0.0031619554,,,,,,,,,,,,0.0031619554,,,,,,,,,,,,0.0031619554,,,,,,,,,,,0.0031619554,,,,,0.0031619554,,,,,,,,,,,0.0031619554,,,,,,,,,,,,,,,,,0.0031619554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031619554,,,,,,,,,,,0.0063239107,0.0031619554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031619554,0.0031619554,0.0031619554,0.0031619554,0.0031619554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0067145639,,0.664741825,,0.0067145639,0.0134291278,0.3357281945,0.0335728194,0.0872893306,0.3491573222,0.0335728194,,1.2959108306,0.0067145639,0.0134291278,8.6819311086,0.0268582556,37.5545558316,0.0067145639,,,0.12086215,0.1544349694,9.6421137447,0.0067145639,2.2560934667,,0.0067145639,0.0067145639,,,,1.6114953334,,0.5707379306,,0.0537165111,0.0201436917,0.0470019472,0.1745786611,0.0067145639,,,,0.1410058417,0.1745786611,3.4177130195,0.7721748472,2.4642449473,0.0067145639,0.0402873833,,0.0134291278,0.060431075,0.0335728194,,0.0067145639,,0.3961592695,,0.0940038944,,1.3697710334,4.8143423085,1.0407574028,0.0134291278,0.302155375,,0.0067145639,0.0067145639,,1.1817632445,0.0134291278,0.1678640972,0.0134291278,,,0.0470019472,,0.1477204056,0.0134291278,4.8076277446,,2.2023769556,,0.0134291278,,,,0.3290136306,0.4834486,,0.6781709528,1.2354797556,0.0402873833,0.0067145639,0.0268582556,0.1007184583,0.0134291278,0.0067145639,0.0134291278,0.0067145639,0.0134291278,0.1745786611,,0.0067145639,0.2081514806,,8.8296515141,0.0067145639,,0.0067145639,,,,,,,,,,,,0.0067145639,,,,,0.0067145639,0.0134291278,0.0067145639,0.0067145639,,0.0134291278,,,,,,,,0.0067145639,,,,,0.0067145639,,,,0.0067145639,,,0.0067145639,,,0.0067145639,,,0.0067145639,,,0.0067145639,0.0067145639,,,0.0067145639,,,,,,,,,,,0.0067145639,,,,,0.0067145639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067145639,0.0067145639,,,,,,,,,,0.0067145639,,0.0067145639,,0.0134291278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067145639,0.0067145639,0.0067145639,0.0067145639,0.0268582556,0.0134291278,,,,,,,,,,,,,,,,,,,,,,,
30,0.0071973514,,0.6261695696,0.0215920541,,0.0287894055,0.3742622715,0.0143947027,0.0719735137,0.3814596229,0.0431841082,,1.3027205988,,,8.8599395422,0.0143947027,37.994817907,,0.0071973514,,0.0791708651,0.1439470275,9.73801641,,2.3103497913,0.0143947027,0.0071973514,0.0071973514,,,,1.7129696272,0.0071973514,0.57578811,0.0143947027,0.0215920541,,0.0359867569,0.1295523247,,,,0.0071973514,0.1079602706,0.2231178926,3.4835180654,0.7629192457,2.6270332518,,0.0503814596,,0.0143947027,0.057578811,0.0071973514,0.0143947027,,0.0071973514,0.460630488,,0.0431841082,0.0071973514,1.2667338419,4.9733697999,1.1011947603,0.0071973514,0.3526702174,0.0071973514,,0.0143947027,,1.3674967612,0.0071973514,0.0791708651,0.0503814596,,0.0071973514,0.0359867569,,0.1367496761,,4.5127393119,0.0215920541,2.1088239528,,0.0143947027,,0.0143947027,,0.3310781632,0.4462357852,0.0143947027,0.6837483806,1.2307470851,0.0143947027,0.0071973514,0.0287894055,0.1223549734,0.0071973514,,,0.0071973514,0.0071973514,0.230315244,,0.0215920541,0.2015258385,,7.9674679718,0.0143947027,0.0071973514,0.0071973514,0.0215920541,,,,,,,,,,,0.0143947027,,,,,,0.0143947027,,,,,,,,,,,,,,0.0071973514,,,,,,,,,,,0.0071973514,,,,,0.0143947027,,0.0143947027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143947027,,0.0071973514,,,,,,,,,,,,0.0071973514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071973514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071973514,0.0071973514,0.0071973514,,,,,,,,,,,,,,,,,,,,,
31,0.0207961973,,0.7664884135,,0.008912656,0.0356506239,0.5793226381,,0.0445632799,0.0297088532,0.0415923945,0.0059417706,,,0.0029708853,3.4759358289,0.3178847296,29.7860962567,0.0059417706,,,0.1426024955,0.3416518122,3.9334521687,,5.4812834225,0.0029708853,,0.0029708853,0.008912656,0.0207961973,,0.9536541889,,0.4515745692,,0.0475341652,,,0.0029708853,0.0356506239,,0.0326797386,0.0148544266,0.0356506239,0.092097445,4.3582887701,0.0713012478,4.0582293523,,0.0148544266,,,0.0178253119,0.008912656,,0.0207961973,0.008912656,0.0326797386,,0.0297088532,0.0029708853,0.2852049911,9.5127748069,1.3368983957,0.0029708853,1.5270350564,,,0.0297088532,0.0029708853,2.5995246583,0.008912656,0.0831847891,0.1515151515,,0.0029708853,0.1128936423,,0.6060606061,,4.3582887701,0.0386215092,3.7076648841,0.0029708853,,0.0653594771,0.0059417706,,0.2287581699,0.0534759358,0.0029708853,5.210932858,0.0772430184,0.0237670826,0.0118835413,0.0713012478,0.210932858,0.0029708853,,,,0.0148544266,0.0178253119,0.0029708853,0.0594177065,0.1604278075,0.0029708853,13.8116458705,0.0207961973,0.0207961973,0.008912656,,,,,,,,,0.0059417706,,,0.0148544266,,,,,,,,,,,0.0029708853,,,,,,,0.0059417706,,0.0029708853,,,0.0118835413,0.0178253119,,,,,,,,,,,,0.0207961973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029708853,,,,,,,,,0.0029708853,,,,,,0.0029708853,,,,,0.0059417706,,,0.0772430184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059417706,,,,,,,0.0029708853,,,,0.0029708853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029708853,0.0029708853,0.0029708853,,,,,,,,,,,,,,,,,,
